index,Name,NACE code,Last avail. year,Year,Book Value per share USD,Capital expenditure per share USD,Cash flow USD,Current ratio (x),Dividends per share USD,Market capitalisation (mil) m USD,Market price - high USD,Market price - low USD,Market price - open USD,Market price - year end USD,Nominal value,Number of employees,Operating profit per share USD,Operating revenue (Turnover) USD,Operating revenue (Turnover) per share USD,P/L before tax USD,Net income,Profit margin (%),ROCE using P/L before tax (%),ROE using P/L before tax (%),Shareholders funds USD,Shares outstanding,Solvency ratio (Asset based) (%),Total assets USD,Working Capital per share USD,Market price - year(+1) end USD,Dividend yield,Return,logR,Ticker,Yf Market price,Yf Market price - year(+1),Yf Return,Yf logR
79591,ARJO AB (PUBL),7010,2018,2018,2.38,,,1.01,0.0,804.5,3.7,2.56,2.65,3.17,,6123.0,0.22,917465.0,3.61,44104.0,33050.0,4.81,5.88,7.28,605949.0,254152.0,41.31,1466693.0,1.08,,0.0,,,ARJO-B.ST,24.399999618530273,34.200000762939446,0.40163939744354304,0.3376425497115795
79592,NOLATO AB,2229,2018,2018,12.29,,108305.0,1.66,1.74,963.62,91.11,39.58,60.18,40.92,5.0,6449.0,4.46,908644.0,38.59,102834.0,80615.0,11.32,26.98,35.53,289408.0,23548.0,50.27,575691.0,4.37,,0.04252199413489737,,,NOLA-B.ST,609.0,386.5,-0.3653530377668309,-0.4546863996824205
79593,MEKONOMEN AB,2932,2018,2018,7.63,,54711.0,1.39,0.0,576.37,18.56,9.87,16.75,10.22,,5569.0,0.81,887765.0,15.74,53259.0,29030.0,6.0,6.99,12.38,430205.0,56417.0,35.47,1212903.0,4.59,,0.0,,,MEKO.ST,118.95800018310548,64.90000152587889,-0.4544292823855317,-0.6059228439546324
79594,SYSTEMAIR AB,2825,2019,2018,5.8,,50010.0,1.25,0.23,692.76,18.23,11.41,17.95,13.32,,5465.0,0.83,844148.0,16.23,38333.0,26472.0,4.54,10.07,12.72,301454.0,52000.0,42.3,712708.0,4.84,12.13,0.01726726726726727,-0.0893393393393393,-0.09358494215628432,SYSR.ST,108.0,99.5,-0.0787037037037037,-0.08197358295967262
79595,MUNTERS GROUP AB,4674,2018,2018,2.26,,55492.0,1.54,0.0,696.98,6.73,3.49,6.19,3.8,,3518.0,0.08,796766.0,4.34,782.0,-11724.0,0.1,2.03,0.19,414908.0,183598.0,40.1,1034814.0,0.82,,0.0,,,MTRS.ST,47.5,41.900001525878906,-0.11789470471833882,-0.1254438476953465
79596,MEDICOVER AB,8690,2018,2018,7.07,,62975.0,1.85,0.0,429.35,10.25,6.7,6.92,8.18,,10277.0,0.67,770700.0,14.69,39388.0,28167.0,5.11,7.55,10.62,370866.0,52460.0,52.99,699824.0,1.62,,0.0,,,MCOV-B.ST,62.0,83.4000015258789,0.34516131493353075,0.29651394261551944
79597,HUMANA AB,9609,2018,2018,4.51,,35283.0,0.85,0.08,356.0,7.17,4.94,6.14,6.7,,9729.0,0.82,750876.0,14.13,35394.0,27467.0,4.71,10.84,14.77,239722.0,53140.0,41.15,582613.0,,,0.011940298507462687,,,HUM.ST,47.29999923706055,69.80000305175781,0.4756871919158096,0.3891237741216956
79598,INWIDO AB (PUBL),1623,2018,2018,6.74,,66356.0,1.19,0.28,359.86,10.12,5.91,9.38,6.21,,4455.0,1.19,750229.0,12.94,62739.0,48291.0,8.36,10.78,16.05,390902.0,57968.0,48.94,798687.0,1.32,,0.04508856682769727,,,INWI.ST,74.5999984741211,55.20000076293945,-0.26005359394091065,-0.3011775196511577
79599,FASTIGHETS AB BALDER,6831,2018,2018,31.36,,1041513.0,0.3,0.0,4748.69,29.54,21.42,24.23,28.14,1.0,652.0,3.42,749648.0,4.44,1347112.0,1039280.0,,11.38,25.45,5293316.0,168771.0,37.04,14292669.0,,,0.0,,,BALD-B.ST,209.6000061035156,298.0,0.4217556837895609,0.3518925049386913
79600,RECIPHARM AB (PUBL),2120,2018,2018,11.42,,82647.0,2.57,0.18,659.56,18.76,9.24,11.05,12.64,,4822.0,0.64,728412.0,13.96,25558.0,17798.0,3.51,3.45,4.29,595911.0,52183.0,41.97,1419787.0,3.73,,0.014240506329113925,,,RECI-B.ST,95.5999984741211,137.60000610351562,0.4393306307506263,0.36417816575990825
79601,SERNEKE GROUP AB,4120,2018,2018,14.18,,70454.0,2.24,0.0,120.04,12.28,5.32,9.94,6.71,,1150.0,1.96,727541.0,40.67,62303.0,67774.0,8.56,17.78,24.56,253679.0,17888.0,40.9,620241.0,-0.11,,0.0,,,SRNKE-B.ST,91.9000015258789,59.70000076293945,-0.35038085123286944,-0.4313690127872173
79602,THULE GROUP AB,4614,2018,2018,4.34,,101941.0,1.82,0.78,1867.99,26.46,15.61,20.64,18.1,,2356.0,1.26,723968.0,7.01,124383.0,93455.0,17.18,17.92,27.77,447958.0,103209.0,52.12,859405.0,1.26,,0.0430939226519337,,,THULE.ST,180.6000061035156,210.0,0.16279065837701576,0.15082285593881664
79603,NEW WAVE GROUP AB,4771,2018,2018,8.22,,48894.0,2.91,0.32,246.82,7.73,5.11,6.09,5.29,3.0,2605.0,1.04,704451.0,15.11,49329.0,40196.0,7.0,9.01,12.87,383444.0,46636.0,48.63,788437.0,8.53,,0.06049149338374291,,,NEWA-B.ST,54.29999923706055,60.79999923706055,0.1197053423817298,0.11306556353433565
79604,CLOETTA AB,1082,2018,2018,1.57,,79610.0,1.11,0.11,767.52,3.8,2.55,3.32,2.71,,2998.0,0.26,694714.0,2.46,62750.0,53929.0,9.03,8.9,14.16,443045.0,282884.0,43.28,1023648.0,0.38,,0.04059040590405904,,,CLA-B.ST,31.81999969482422,24.0,-0.24575737805856124,-0.28204118297100433
79605,AMBEA AB (PUBL),8690,2018,2018,4.47,,48011.0,0.39,0.12,656.07,10.22,6.49,8.04,9.7,,7435.0,0.71,686229.0,10.15,43657.0,32938.0,6.36,12.53,14.44,302249.0,67617.0,46.74,646703.0,,,0.012371134020618558,,,AMBEA.ST,54.27529907226562,71.79519653320312,0.32279688477829266,0.27974834710178165
79606,GUNNEBO AB,2599,2018,2018,1.59,,-25346.0,1.77,0.06,191.2,4.14,2.39,3.75,2.5,5.0,4449.0,0.22,683884.0,8.95,11947.0,-76260.0,1.75,5.42,9.84,121368.0,76449.0,22.39,542194.0,1.67,,0.024,,,GUNN.ST,29.69809913635254,25.722400665283203,-0.13387046937973227,-0.1437208081401848
79607,VOLATI AB,6619,2018,2018,3.56,,51138.0,1.2,0.11,296.27,7.26,3.58,7.2,3.68,,2157.0,0.51,681092.0,8.47,35283.0,30370.0,5.18,9.63,12.31,286617.0,80407.0,46.08,622027.0,0.99,,0.02989130434782608,,,VOLO.ST,40.79999923706055,42.75,0.04779413724028152,0.04668713267214974
79608,ITAB SHOP CONCEPT AB,3101,2018,2018,2.4,,25904.0,1.34,0.25,134.35,6.59,1.36,5.78,1.67,2.5,3384.0,0.31,679306.0,8.47,17530.0,10049.0,2.58,6.47,9.1,192716.0,80217.0,32.18,598915.0,1.87,,0.14970059880239522,,,ITAB-B.ST,36.099998474121094,20.25,-0.4390581480351983,-0.5781380295181725
79609,FENIX OUTDOOR INTERNATIONAL AG,6420,2018,2018,36.59,,93421.0,3.11,0.0,855.43,128.4,93.57,108.86,95.69,9.75,2492.0,11.33,669735.0,74.92,101357.0,77205.0,15.13,,30.99,327075.0,8940.0,70.94,461036.0,17.07,,0.0,,,FOI-B.ST,1036.0,959.0,-0.07432432432432433,-0.07723134793599018
79610,MOMENTUM GROUP AB,4614,2018,2018,5.23,,29822.0,1.61,0.35,274.53,14.89,8.33,10.8,10.09,,1684.0,1.2,651216.0,23.94,31983.0,24743.0,4.91,19.46,22.48,142301.0,27203.0,45.2,314857.0,4.8,,0.03468780971258672,,,MMGR-B.ST,100.0,93.4000015258789,-0.06599998474121094,-0.0682788244162613
79611,AB FAGERHULT,2740,2018,2018,2.06,,91936.0,1.88,0.24,982.67,12.39,7.56,11.05,8.5,5.1,3384.0,0.68,650030.0,5.62,74440.0,56173.0,11.45,13.75,31.31,237735.0,115650.0,32.16,739287.0,1.38,,0.028235294117647056,,,FAG.ST,88.92579650878906,62.24810028076172,-0.2999995195476335,-0.35667425757844434
79613,CASTELLUM AB,6831,2018,2018,16.25,,834282.0,0.65,0.68,4982.85,19.01,13.53,15.44,18.24,0.5,388.0,1.55,622697.0,2.28,928965.0,832161.0,,10.16,20.93,4438155.0,273201.0,43.14,10287845.0,,,0.03728070175438597,,,CAST.ST,136.5,180.3500061035156,0.32124546595982145,0.27857482656714805
79614,BETSSON AB,9200,2018,2018,4.19,,155134.0,0.79,0.49,995.66,9.21,5.76,6.76,8.15,0.25,1547.0,1.1,605148.0,4.95,128669.0,120370.0,21.26,25.15,25.11,512411.0,122156.0,61.43,834190.0,,,0.06012269938650306,,,BETS-B.ST,63.11999893188477,70.52999877929688,0.117395436831495,0.11100047429687364
79615,PANDOX AB,5510,2018,2018,26.0,,333065.0,0.16,0.95,1514.09,18.98,15.07,17.69,16.37,,1161.0,3.31,572118.0,6.19,386660.0,314866.0,67.58,9.46,16.08,2404815.0,92500.0,39.15,6142784.0,0.06,,0.05803298717165546,,,PNDX-B.ST,149.8000030517578,166.39999389648438,0.1108143558514552,0.1050934002519922
79616,HALDEX AB,2932,2018,2018,4.07,,31710.0,2.09,0.13,340.65,10.94,6.84,9.75,7.7,5.0,2309.0,0.64,571559.0,12.93,24452.0,16525.0,4.28,9.77,13.59,179875.0,44216.0,43.67,411893.0,2.06,,0.016883116883116882,,,HLDX.ST,85.4000015258789,62.0,-0.2740046968124229,-0.3202117336168669
79617,BYGGMAX GROUP AB,4752,2018,2018,2.46,,34122.0,0.6,0.0,217.95,6.36,3.44,6.12,3.57,,1077.0,0.36,571180.0,9.36,18110.0,15364.0,3.17,9.74,12.05,150332.0,60999.0,36.72,409370.0,0.25,,0.0,,,BMAX.ST,41.5,30.54999923706055,-0.26385544007083017,-0.30632876659251673
79618,BYGGHEMMA GROUP FIRST AB,4759,2018,2018,2.93,,12918.0,1.2,0.0,385.96,5.36,3.25,5.36,3.59,,1003.0,0.1,555336.0,5.17,5281.0,5572.0,0.95,2.95,1.68,314240.0,107368.0,58.01,541736.0,0.09,,0.0,,,BHG.ST,42.48500061035156,36.599998474121094,-0.138519525754616,-0.14910288810514907
79619,DUNI AB,1722,2018,2018,6.21,,49575.0,1.79,0.56,514.79,14.4,10.77,13.53,10.95,10.0,2509.0,0.84,550457.0,11.71,36623.0,27355.0,6.65,7.35,12.54,292088.0,46999.0,43.41,672942.0,2.94,,0.051141552511415535,,,DUNI.ST,115.5999984741211,100.4000015258789,-0.13148786460966044,-0.14097372058300672
79620,BE GROUP AB,4672,2018,2018,7.66,,13175.0,2.02,0.0,52.22,6.91,3.84,5.58,4.01,,668.0,1.16,536723.0,41.25,12952.0,8932.0,2.41,9.06,13.0,99596.0,13010.0,42.12,236484.0,5.6,,0.0,,,BEGR.ST,49.0,41.70000076293945,-0.14897957626654176,-0.1613191510099609
79621,AQ GROUP AB,2711,2018,2018,10.88,,29397.0,1.79,0.31,306.39,25.85,14.43,24.56,16.75,2.0,6069.0,1.24,530585.0,29.0,22144.0,16866.0,4.17,10.6,11.13,199048.0,18294.0,57.51,346105.0,8.68,,0.018507462686567163,,,AQ.ST,167.8000030517578,150.8000030517578,-0.10131108278202093,-0.10681833640900552
79623,INSTALCO AB,4120,2018,2018,2.48,,28807.0,1.25,0.17,371.09,8.09,5.48,5.57,7.7,,2065.0,0.77,497197.0,10.32,35171.0,27802.0,7.07,17.86,29.44,119470.0,48168.0,37.22,321007.0,0.95,,0.022077922077922082,,,INSTAL.ST,55.9000015258789,79.0,0.4132378862892687,0.3458834450093869
79624,BEIJER ALMA AB,2593,2018,2018,4.65,,67952.0,1.68,0.64,778.65,17.26,12.67,14.63,14.51,4.17,2610.0,1.3,492262.0,9.18,68023.0,52349.0,13.82,24.93,27.25,249653.0,53652.0,59.97,416326.0,2.93,,0.04410751206064783,,,BEIA-B.ST,118.75,131.5,0.1073684210526316,0.10198640870306863
79625,ALIMAK GROUP AB,2822,2018,2018,7.03,,51596.0,2.17,0.31,665.17,16.52,11.9,14.29,12.28,,2360.0,0.91,482392.0,8.91,44282.0,38409.0,9.18,9.15,11.63,380708.0,54158.0,56.52,673533.0,2.57,,0.025244299674267102,,,ALIG.ST,127.0,132.39999389648438,0.042519636980191934,0.04164051094525486
79628,LAGERCRANTZ GROUP AB,2611,2018,2018,2.46,,50351.0,0.87,0.28,715.9,12.06,8.57,8.92,10.8,2.0,1450.0,0.72,426904.0,6.44,46569.0,36953.0,10.91,21.45,28.58,162939.0,66256.0,39.13,416424.0,1.36,,0.025925925925925925,,,LAGR-B.ST,83.5,100.0,0.19760479041916168,0.18032355413128148
79629,BERGMAN & BEVING AKTIEBOLAG,4614,2018,2018,6.79,,21610.0,1.59,0.33,303.78,11.89,8.65,9.16,11.52,2.0,1031.0,0.97,426364.0,16.17,23339.0,18260.0,5.47,9.35,13.04,179038.0,26374.0,43.04,415991.0,4.9,,0.02864583333333334,,,BERG-B.ST,84.69999694824219,106.5999984741211,0.2585596495270406,0.22996793178987346
79630,MYCRONIC AB,2611,2018,2018,2.71,,96406.0,1.67,0.33,1291.17,13.71,8.95,9.57,13.19,1.0,1254.0,1.15,425879.0,4.35,112893.0,88156.0,26.51,38.74,42.5,265622.0,97917.0,56.65,468872.0,1.48,,0.025018953752843062,,,MYCR.ST,106.8000030517578,132.5,0.2406366686692636,0.21562469032567147
79631,BUFAB AB,3299,2018,2018,4.69,,34166.0,3.0,0.27,364.67,14.22,9.09,11.95,9.57,,1253.0,1.04,423506.0,11.11,36734.0,28472.0,8.67,12.23,20.56,178647.0,38111.0,43.31,412452.0,4.71,,0.028213166144200632,,,BUFAB.ST,107.8000030517578,97.6999969482422,-0.0936920762299638,-0.09837615897160773
79632,NEDERMAN HOLDING AB,2825,2018,2018,3.97,,29823.0,1.6,0.26,353.18,14.93,8.37,8.97,10.05,,2305.0,0.9,397501.0,11.31,29923.0,22688.0,7.53,11.76,21.44,139602.0,35146.0,32.89,424443.0,2.21,,0.02587064676616916,,,NMAN.ST,80.66670227050781,110.94000244140624,0.3752886794526435,0.3186636577752237
79633,VBG GROUP AB,2920,2018,2018,10.46,,39391.0,1.27,0.53,336.33,17.42,13.15,14.74,14.16,2.5,1573.0,1.86,390361.0,16.43,41660.0,30481.0,10.67,15.3,16.76,248593.0,23756.0,56.74,438106.0,4.29,,0.03742937853107345,,,VBG-B.ST,100.552001953125,138.60000610351562,0.37839131405984056,0.3209171047461456
79634,HEMFOSA FASTIGHETER AB,6831,2018,2018,8.84,,259932.0,0.22,0.34,1309.06,15.32,6.86,12.27,7.8,,71.0,1.74,390344.0,2.33,453876.0,259820.0,,14.58,30.62,1482325.0,167728.0,35.44,4182466.0,,,0.0435897435897436,,,HEMF.ST,62.8223991394043,81.55000305175781,0.29810392740329045,0.2609046824135757
79635,RESURS HOLDING AB,6420,2018,2018,3.54,,,,0.0,1221.5,7.76,5.99,6.53,6.11,,765.0,,383319.0,1.92,165981.0,127667.0,43.3,,23.42,708843.0,200000.0,17.18,4126245.0,,,0.0,,,RESURS.ST,59.0,57.599998474121094,-0.023728839421676376,-0.024014902694827464
79636,LEOVEGAS AB (PUBL),9329,2018,2018,1.15,,75089.0,0.88,0.14,442.59,13.0,3.8,9.4,4.44,,888.0,0.22,377419.0,3.79,50908.0,49407.0,13.49,26.66,44.49,114420.0,99695.0,35.77,319852.0,,,0.03153153153153153,,,LEO.ST,71.0999984741211,28.979999542236328,-0.5924050609820415,-0.8974813942514813
79637,QLIRO GROUP AB,4778,2018,2018,0.74,,8240.0,1.72,0.0,153.44,2.15,1.0,2.03,1.02,,688.0,-0.04,371653.0,2.48,-9323.0,290.0,-2.51,-3.14,-8.4,111040.0,149695.0,28.91,384114.0,0.07,,0.0,,,QLRO.ST,12.199999809265135,10.020000457763672,-0.17868847422816286,-0.19685279476349066
79638,PROACT IT GROUP AB,6209,2018,2018,5.62,,21619.0,1.08,0.41,170.29,22.26,15.1,19.99,18.24,1.0,798.0,1.97,370438.0,39.69,18741.0,14181.0,5.06,18.81,35.74,52433.0,9334.0,21.22,247102.0,1.94,,0.0224780701754386,,,PACT.ST,145.1999969482422,214.5,0.4772727583214785,0.3901976569949919
79639,SWEDOL AB,4778,2018,2018,1.72,,35104.0,2.3,0.14,285.31,3.94,2.81,3.25,3.51,,1041.0,0.45,364239.0,4.48,35428.0,28170.0,9.73,17.58,25.27,140182.0,81380.0,49.57,282821.0,1.15,,0.039886039886039885,,,SWOL-B.ST,32.09999847412109,37.20000076293945,0.15887858352797005,0.1474527991874251
79640,KLOVERN AB,6209,2018,2018,27.5,,377169.0,0.3,0.58,83.48,1.43,1.06,1.2,1.13,5.0,275.0,3.06,362877.0,4.93,411782.0,373484.0,,8.86,20.33,2025859.0,73660.0,32.14,6304236.0,,,0.5132743362831859,,,KLOV-A.ST,10.149999618530273,12.75,0.25615768267843625,0.22805760369986375
79641,FERRONORDIC MACHINES AB,7732,2018,2018,5.04,,28692.0,1.36,0.84,206.4,18.18,12.62,16.8,14.2,,885.0,2.1,362396.0,24.94,29832.0,23349.0,8.23,40.17,40.73,73239.0,14532.0,37.98,192861.0,1.2,,0.059154929577464786,,,FNM.ST,123.0,155.0,0.2601626016260163,0.2312407615468292
79642,BULTEN AB,2599,2018,2018,8.03,,26350.0,2.28,0.43,207.2,13.89,9.59,13.82,9.85,,1424.0,1.1,351488.0,16.71,22108.0,16302.0,6.29,11.95,13.08,169045.0,21040.0,64.76,261048.0,4.58,,0.04365482233502538,,,BULTEN.ST,112.0,79.5,-0.29017857142857145,-0.3427418496348083
79643,OEM INTERNATIONAL AB,2611,2018,2018,5.62,,33653.0,2.21,0.95,391.42,24.9,16.92,19.87,21.27,1.25,890.0,1.96,348027.0,18.91,35439.0,27724.0,10.18,30.5,34.28,103392.0,18402.0,59.24,174538.0,5.1,,0.04466384579219558,,,OEM-B.ST,168.0,191.5,0.13988095238095238,0.13092382921744172
79644,KNOWIT AB,6209,2018,2018,6.43,,26915.0,1.31,0.65,329.64,21.88,15.74,17.37,17.15,1.0,2260.0,1.79,344265.0,17.91,33904.0,24902.0,9.85,25.15,27.45,123522.0,19221.0,57.54,214668.0,,,0.037900874635568516,,,KNOW.ST,168.0,199.0,0.18452380952380956,0.16934084532123347
79645,BERGS TIMBER AB,1610,2018,2018,0.34,,28919.0,1.42,0.0,113.01,0.48,0.27,0.29,0.33,5.0,1026.0,0.08,340211.0,1.0,23894.0,20991.0,7.02,13.18,15.26,117461.0,340788.0,50.72,231571.0,0.24,,0.0,,,BRG-B.ST,2.609999895095825,3.0899999141693115,0.18390806067670867,0.1688208819913011
79646,HANDICARE GROUP AB,4690,2018,2018,3.33,,23871.0,2.11,0.06,217.17,6.42,3.57,5.89,3.68,,1190.0,0.26,333042.0,5.65,13801.0,13042.0,4.14,5.39,7.04,196103.0,58939.0,50.98,384694.0,0.95,,0.016304347826086956,,,HANDI.ST,45.0,37.150001525878906,-0.1744444105360243,-0.191698677533096
79647,ADDNODE GROUP AB,6209,2018,2018,4.61,,29365.0,0.74,0.29,374.89,13.18,7.84,8.15,11.56,12.0,1583.0,0.7,328488.0,10.13,21996.0,16971.0,6.7,14.94,14.71,149505.0,32440.0,43.55,343338.0,1.52,,0.02508650519031141,,,ANOD-B.ST,77.5999984741211,132.0,0.7010309612830833,0.5312345150605858
79648,DUROC AB,2841,2019,2018,3.39,,19517.0,1.88,0.0,84.61,4.29,2.25,3.62,2.91,1.0,740.0,0.45,285276.0,9.81,12580.0,14565.0,4.41,10.89,12.78,98412.0,29067.0,53.09,185381.0,2.01,3.01,0.0,0.034364261168384765,0.0337869975773831,DURC-B.ST,23.10000038146973,25.20000076293945,0.09090910592167337,0.08701139075116357
79649,MIDSONA AB,2120,2018,2018,4.0,,20209.0,1.53,0.14,312.73,8.81,5.69,6.53,6.88,20.0,525.0,0.45,319220.0,7.02,18200.0,14403.0,5.7,6.24,10.0,181997.0,45468.0,44.07,413010.0,0.94,,0.020348837209302327,,,MSON-B.ST,50.48889923095703,44.266700744628906,-0.12323894125449684,-0.131520776701787
79650,VIKING SUPPLY SHIPS AB,5020,2018,2018,37.35,,245726.0,6.5,0.01,176.65,25.01,2.03,2.96,19.91,10.0,295.0,23.54,314312.0,35.43,195684.0,195520.0,62.26,47.82,59.05,331407.0,8872.0,70.1,472789.0,0.15,,0.0005022601707684581,,,VSSAB-B.ST,22.4950008392334,73.01000213623047,2.2456101094645957,1.1773033477267294
79651,BOOZT AB,1419,2018,2018,1.7,,10239.0,1.73,0.0,288.4,10.53,4.86,8.23,5.05,,326.0,0.14,310846.0,5.45,6878.0,4756.0,2.21,6.74,7.08,97184.0,57082.0,47.47,204719.0,0.96,,0.0,,,BOOZT.ST,74.0,67.0,-0.0945945945945946,-0.09937247381320373
79652,KABE GROUP AB,2910,2018,2018,13.54,,19875.0,2.43,0.66,134.12,23.56,15.02,19.76,15.97,5.0,659.0,2.92,307273.0,36.58,22443.0,17641.0,7.3,18.86,19.73,113776.0,8400.0,63.1,180322.0,11.14,,0.04132748904195367,,,KABE-B.ST,182.0,150.0,-0.17582417582417584,-0.19337139298053965
79653,NORDIC WATERPROOFING HOLDING A/S,4673,2018,2018,5.13,,23939.0,1.65,0.45,191.58,9.93,7.49,7.87,7.96,,1033.0,0.99,299815.0,12.46,21248.0,16983.0,7.09,12.94,17.21,123445.0,24065.0,51.98,237489.0,2.17,,0.05653266331658292,,,NWG.ST,71.69999694824219,83.0999984741211,0.15899584394833632,0.14755397845673868
79654,WIHLBORGS FASTIGHETER AB,6820,2018,2018,11.28,,268752.0,0.06,0.42,1757.47,12.48,9.73,10.95,11.43,,187.0,1.36,299681.0,1.95,307608.0,268306.0,,8.41,17.74,1733994.0,153713.0,36.33,4772337.0,,,0.03674540682414698,,,WIHL.ST,96.6999969482422,126.72000122070312,0.3104447282302282,0.27036656679896737
79655,INTERNATIONELLA ENGELSKA SKOLAN I SVERIGE HOLDINGS II AB,8541,2019,2018,2.65,,20265.0,1.34,0.0,357.33,9.59,7.0,7.81,8.92,,2456.0,0.42,261855.0,6.54,17142.0,12993.0,6.55,15.9,16.12,106319.0,40050.0,72.95,145744.0,,6.55,0.0,-0.265695067264574,-0.3088308969447575,ENG.ST,69.59999847412111,55.0,-0.20977009761788595,-0.2354313601843553
79657,ATRIUM LJUNGBERG AB,6831,2018,2018,17.88,,386771.0,1.99,0.55,2193.07,18.62,13.4,14.63,16.97,,310.0,1.31,293540.0,2.27,422166.0,385543.0,,9.21,18.27,2310801.0,129221.0,45.86,5038744.0,,,0.03241013553329405,,,ATRLJ-B.ST,123.0,158.8000030517578,0.2910569353801448,0.2554612126582362
79658,ALM EQUITY AB,6831,2018,2018,29.79,,9819.0,3.87,0.0,198.42,25.23,17.86,18.98,19.54,10.0,119.0,2.08,290134.0,28.57,13286.0,9648.0,4.58,5.08,4.39,302502.0,10155.0,50.79,595648.0,,,0.0,,,ALM.ST,202.0,199.0,-0.01485148514851485,-0.014962872676712376
79659,FABEGE AB,6831,2018,2018,11.8,,859740.0,0.19,0.3,4364.05,14.7,8.82,9.77,13.19,,181.0,0.61,281034.0,0.85,1016391.0,859628.0,,14.84,26.04,3903888.0,330783.0,50.8,7685179.0,,,0.022744503411675512,,,FABG.ST,90.4000015258789,135.0,0.4933628066516504,0.40103049416110736
79660,EVOLUTION GAMING GROUP AB (PUBL),5510,2018,2018,1.03,,116397.0,2.45,0.27,2046.28,16.17,9.74,12.96,11.38,,5847.0,0.57,281004.0,1.56,102278.0,95562.0,36.4,53.31,55.05,185799.0,179852.0,67.43,275552.0,0.29,,0.02372583479789104,,,EVO.ST,91.4800033569336,146.5,0.6014428795809205,0.4709050226067225
79661,OPUS GROUP AB,2651,2018,2018,0.38,,36149.0,1.37,0.01,154.95,0.86,0.5,0.71,0.53,0.02,2569.0,0.08,280557.0,0.97,5638.0,2881.0,2.01,1.78,5.12,110211.0,290318.0,25.52,431824.0,0.08,,0.018867924528301886,,,OPUS.ST,6.1500000953674325,5.5,-0.10569107077852777,-0.11170400508690063
79662,SKISTAR AB,9329,2018,2018,3.55,,81566.0,0.66,0.4,827.99,11.71,8.07,10.37,11.08,0.5,1283.0,0.96,279546.0,3.74,64355.0,53705.0,23.02,15.84,24.23,265601.0,74728.0,49.71,534317.0,0.01,,0.036101083032490974,,,SKIS-B.ST,83.69999694824219,102.33999633789062,0.22270012030197456,0.20106162655842905
79663,ADDLIFE AB,8690,2018,2018,4.41,,25502.0,0.69,0.29,537.67,25.57,17.36,19.04,22.78,,873.0,0.79,278690.0,11.81,17641.0,14437.0,6.33,14.55,16.96,104028.0,23605.0,34.92,297872.0,2.75,,0.012730465320456541,,,ALIF-B.ST,151.34300231933594,235.0,0.5527642269455352,0.4400367148339353
79664,CONCENTRIC AB,2813,2018,2018,2.86,,53371.0,2.34,0.46,535.46,19.45,10.83,16.86,13.38,,966.0,1.47,269981.0,6.74,57502.0,45220.0,21.3,30.66,50.2,114558.0,40031.0,45.93,249436.0,0.54,,0.0343796711509716,,,COIC.ST,147.0,147.0,0.0,0.0
79665,KUNGSLEDEN AB,6831,2018,2018,8.06,,230008.0,0.3,0.27,1533.86,8.04,5.61,6.62,7.02,0.42,109.0,0.76,266296.0,1.22,296219.0,229450.0,,8.91,16.83,1760456.0,218403.0,44.55,3951899.0,,,0.038461538461538464,,,KLED.ST,55.75,74.0,0.3273542600896861,0.28318768286394164
79666,REJLERS AB,7112,2018,2018,4.83,,7112.0,1.58,0.12,128.43,8.6,5.36,6.19,7.86,2.0,1953.0,0.25,264286.0,16.18,3361.0,1809.0,1.27,3.67,4.26,78973.0,16339.0,50.57,156171.0,2.2,,0.015267175572519085,,,REJL-B.ST,51.79999923706055,69.80000305175781,0.34749042625118576,0.2982439189529081
79667,COLLECTOR AB,6491,2018,2018,3.78,,72464.0,0.63,0.0,567.56,9.94,5.22,9.08,5.53,,390.0,0.99,259150.0,2.52,80503.0,63196.0,31.06,17.02,20.75,387999.0,102691.0,11.65,3329314.0,,,0.0,,,COLL.ST,65.30000305175781,49.599998474121094,-0.24042884906441195,-0.2750012800496135
79668,ROTTNEROS AB,1711,2018,2018,1.06,,35729.0,2.72,0.08,141.13,1.45,0.7,0.8,0.92,1.0,303.0,0.22,256135.0,1.67,30817.0,24676.0,12.03,14.86,18.9,163016.0,153394.0,60.81,268082.0,0.4,,0.08695652173913042,,,RROS.ST,7.519999980926514,10.960000038146973,0.4574468172799953,0.376686149575052
79669,DISTIT AB,2630,2018,2018,3.41,,5748.0,1.57,0.11,49.92,5.36,3.76,4.6,4.06,,263.0,0.66,253687.0,20.66,6243.0,4486.0,2.46,11.58,14.92,41843.0,12282.0,27.86,150190.0,4.14,,0.027093596059113302,,,DIST.ST,44.0,44.0,0.0,0.0
79670,RNB RETAIL AND BRANDS AB,1413,2018,2018,1.26,,8596.0,1.65,0.0,30.88,1.45,0.78,1.37,0.91,1.0,1021.0,0.15,249277.0,7.35,4251.0,3999.0,1.71,8.19,9.95,42714.0,33912.0,31.77,134435.0,1.12,,0.0,,,RNBS.ST,7.828360080718994,4.951019763946533,-0.36755339395530107,-0.4581594792644384
79671,BONG AB,1723,2018,2018,0.3,,-2895.0,1.42,0.0,22.4,0.17,0.1,0.11,0.11,10.0,1368.0,-0.03,247921.0,1.17,-12097.0,-16644.0,-4.88,-5.26,-19.02,63597.0,211205.0,38.44,165446.0,0.14,,0.0,,,BONG.ST,1.1699999570846558,0.8019999861717224,-0.31452990120606183,-0.3776504004877468
